,train,val,test
0,BONE_1_F51_1_1,BONE_6_M63_1_1,BONE_3_F56_1_1
1,BONE_1_F51_1_2,BONE_6_M63_1_2,BONE_3_F56_11_1
2,BONE_1_F51_2_1,BONE_6_M63_1_3,BONE_3_F56_11_2
3,BONE_1_F51_2_2,BONE_6_M63_2_1,BONE_3_F56_11_3
4,BONE_1_F51_2_3,BONE_6_M63_2_2,BONE_3_F56_1_2
5,BONE_1_F51_2_4,BONE_6_M63_2_3,BONE_3_F56_8_1
6,BONE_2_F71_1_1,BONE_6_M63_3_1,BONE_3_F56_8_2
7,BONE_2_F71_1_2,BONE_6_M63_3_2,BONE_3_F56_9_1
8,BONE_2_F71_1_3,BONE_6_M63_3_3,BONE_3_F56_9_2
9,BONE_2_F71_1_4,BONE_6_M63_4_1,
10,BONE_2_F71_1_5,BONE_6_M63_4_2,
11,BONE_2_F71_1_6,BONE_6_M63_4_3,
12,BONE_2_F71_1_7,BONE_6_M63_5_1,
13,BONE_2_F71_2_1,BONE_6_M63_5_2,
14,BONE_2_F71_2_2,BONE_6_M63_6_1,
15,BONE_2_F71_2_3,BONE_6_M63_6_2,
16,BONE_2_F71_2_4,BONE_6_M63_6_3,
17,BONE_2_F71_2_5,BONE_6_M63_7_1,
18,BONE_2_F71_2_6,BONE_6_M63_7_2,
19,BONE_2_F71_2_7,BONE_6_M63_7_3,
20,BONE_2_F71_3_1,BONE_6_M63_8_1,
21,BONE_2_F71_3_2,BONE_6_M63_8_2,
22,BONE_2_F71_3_3,BONE_6_M63_8_3,
23,BONE_2_F71_3_4,BONE_7_F65_1_1,
24,BONE_2_F71_3_5,BONE_7_F65_1_2,
25,BONE_2_F71_3_6,BONE_7_F65_1_3,
26,BONE_4_M48_1_1,BONE_7_F65_2_1,
27,BONE_4_M48_1_2,BONE_7_F65_2_2,
28,BONE_4_M48_1_3,BONE_7_F65_2_3,
29,BONE_4_M48_2_1,BONE_7_F65_3_1,
30,BONE_4_M48_2_2,BONE_7_F65_3_2,
