,train,val,test
0,BONE_3_F56_1_1,BONE_2_F71_1_1,BONE_1_F51_1_1
1,BONE_3_F56_11_1,BONE_2_F71_1_2,BONE_1_F51_1_2
2,BONE_3_F56_11_2,BONE_2_F71_1_3,BONE_1_F51_2_1
3,BONE_3_F56_11_3,BONE_2_F71_1_4,BONE_1_F51_2_2
4,BONE_3_F56_1_2,BONE_2_F71_1_5,BONE_1_F51_2_3
5,BONE_3_F56_8_1,BONE_2_F71_1_6,BONE_1_F51_2_4
6,BONE_3_F56_8_2,BONE_2_F71_1_7,
7,BONE_3_F56_9_1,BONE_2_F71_2_1,
8,BONE_3_F56_9_2,BONE_2_F71_2_2,
9,BONE_5_M59_1_1,BONE_2_F71_2_3,
10,BONE_5_M59_1_2,BONE_2_F71_2_4,
11,BONE_5_M59_1_3,BONE_2_F71_2_5,
12,BONE_5_M59_1_4,BONE_2_F71_2_6,
13,BONE_5_M59_2_1,BONE_2_F71_2_7,
14,BONE_5_M59_2_2,BONE_2_F71_3_1,
15,BONE_5_M59_2_3,BONE_2_F71_3_2,
16,BONE_5_M59_2_4,BONE_2_F71_3_3,
17,BONE_5_M59_2_5,BONE_2_F71_3_4,
18,BONE_5_M59_3_1,BONE_2_F71_3_5,
19,BONE_5_M59_3_2,BONE_2_F71_3_6,
20,BONE_5_M59_3_3,BONE_4_M48_1_1,
21,BONE_5_M59_3_4,BONE_4_M48_1_2,
22,BONE_5_M59_3_5,BONE_4_M48_1_3,
23,BONE_5_M59_3_6,BONE_4_M48_2_1,
24,BONE_5_M59_4_1,BONE_4_M48_2_2,
25,BONE_5_M59_4_2,BONE_4_M48_2_3,
26,BONE_5_M59_4_3,BONE_4_M48_3_1,
27,BONE_5_M59_5_1,BONE_4_M48_3_2,
28,BONE_5_M59_5_2,BONE_4_M48_3_3,
29,BONE_5_M59_5_3,BONE_4_M48_4_1,
30,BONE_5_M59_6_1,BONE_4_M48_4_2,
31,BONE_5_M59_6_2,BONE_4_M48_4_3,
32,BONE_5_M59_6_3,BONE_4_M48_5_1,
33,BONE_5_M59_6_4,BONE_4_M48_5_2,
34,BONE_5_M59_6_5,BONE_4_M48_5_3,
35,BONE_5_M59_6_6,BONE_4_M48_6_1,
36,BONE_6_M63_1_1,BONE_4_M48_6_2,
37,BONE_6_M63_1_2,BONE_4_M48_6_3,
38,BONE_6_M63_1_3,BONE_4_M48_6_4,
39,BONE_6_M63_2_1,BONE_4_M48_6_5,
40,BONE_6_M63_2_2,BONE_4_M48_7_1,
41,BONE_6_M63_2_3,BONE_4_M48_7_2,
42,BONE_6_M63_3_1,BONE_4_M48_7_3,
43,BONE_6_M63_3_2,BONE_4_M48_8_1,
44,BONE_6_M63_3_3,BONE_4_M48_8_2,
45,BONE_6_M63_4_1,,
46,BONE_6_M63_4_2,,
47,BONE_6_M63_4_3,,
48,BONE_6_M63_5_1,,
49,BONE_6_M63_5_2,,
50,BONE_6_M63_6_1,,
51,BONE_6_M63_6_2,,
52,BONE_6_M63_6_3,,
53,BONE_6_M63_7_1,,
54,BONE_6_M63_7_2,,
55,BONE_6_M63_7_3,,
56,BONE_6_M63_8_1,,
57,BONE_6_M63_8_2,,
58,BONE_6_M63_8_3,,
59,BONE_7_F65_1_1,,
60,BONE_7_F65_1_2,,
61,BONE_7_F65_1_3,,
62,BONE_7_F65_2_1,,
63,BONE_7_F65_2_2,,
64,BONE_7_F65_2_3,,
65,BONE_7_F65_3_1,,
66,BONE_7_F65_3_2,,
67,BONE_7_F65_3_3,,
68,BONE_7_F65_4_1,,
69,BONE_7_F65_4_2,,
70,BONE_7_F65_4_3,,
71,BONE_7_F65_5_1,,
72,BONE_7_F65_5_2,,
73,BONE_7_F65_5_3,,
74,BONE_7_F65_6_1,,
75,BONE_7_F65_6_2,,
76,BONE_7_F65_6_3,,
77,BONE_7_F65_7_1,,
78,BONE_7_F65_7_2,,
79,BONE_7_F65_7_3,,
80,BONE_7_F65_8_1,,
81,BONE_7_F65_8_2,,
82,BONE_7_F65_8_3,,
83,BONE_8_F68_1_1,,
84,BONE_8_F68_1_2,,
85,BONE_8_F68_1_3,,
86,BONE_8_F68_2_1,,
87,BONE_8_F68_2_2,,
88,BONE_8_F68_2_3,,
89,BONE_8_F68_3_1,,
90,BONE_8_F68_3_2,,
91,BONE_8_F68_3_3,,
92,BONE_8_F68_4_1,,
93,BONE_8_F68_4_2,,
94,BONE_8_F68_4_3,,
95,BONE_8_F68_5_1,,
96,BONE_8_F68_5_2,,
97,BONE_8_F68_5_3,,
98,BONE_8_F68_6_1,,
99,BONE_8_F68_6_2,,
100,BONE_8_F68_6_3,,
101,BONE_8_F68_7_1,,
102,BONE_8_F68_7_2,,
103,BONE_8_F68_7_3,,
104,BONE_8_F68_8_1,,
105,BONE_8_F68_8_2,,
106,BONE_8_F68_8_3,,
107,BONE_9_M72_1_1,,
108,BONE_9_M72_1_2,,
109,BONE_9_M72_1_3,,
110,BONE_9_M72_1_4,,
111,BONE_9_M72_2_1,,
112,BONE_9_M72_2_2,,
113,BONE_9_M72_2_3,,
114,BONE_9_M72_2_4,,
115,BONE_9_M72_4_1,,
116,BONE_9_M72_4_2,,
117,BONE_9_M72_5_1,,
118,BONE_9_M72_5_2,,
119,BONE_9_M72_5_3,,
120,BONE_9_M72_5_4,,
121,BONE_9_M72_6_1,,
122,BONE_9_M72_6_2,,
123,BONE_9_M72_7_1,,
124,BONE_9_M72_7_2,,
125,BONE_9_M72_7_3,,
126,BONE_11_M72_2_1,,
127,BONE_11_M72_2_2,,
128,BONE_11_M72_2_3,,
129,BONE_11_M72_3_1,,
130,BONE_11_M72_3_2,,
131,BONE_11_M72_3_3,,
132,BONE_11_M72_4_1,,
133,BONE_11_M72_4_2,,
134,BONE_11_M72_4_3,,
135,BONE_11_M72_5_1,,
136,BONE_11_M72_5_2,,
137,BONE_11_M72_5_3,,
138,BONE_11_M72_5_4,,
139,BONE_11_M72_6_1,,
140,BONE_11_M72_6_2,,
141,BONE_11_M72_6_3,,
142,BONE_11_M72_6_4,,
143,BONE_11_M72_6_5,,
144,BONE_11_M72_7_1,,
145,BONE_11_M72_7_2,,
146,BONE_11_M72_7_3,,
147,BONE_11_M72_8_1,,
148,BONE_11_M72_8_2,,
149,BONE_11_M72_8_3,,
150,BONE_12_F69_1_1,,
151,BONE_12_F69_1_2,,
152,BONE_12_F69_1_3,,
153,BONE_12_F69_2_1,,
154,BONE_12_F69_2_2,,
155,BONE_12_F69_2_3,,
156,BONE_12_F69_3_1,,
157,BONE_12_F69_3_2,,
158,BONE_12_F69_3_3,,
159,BONE_12_F69_4_1,,
160,BONE_12_F69_4_2,,
161,BONE_12_F69_4_3,,
162,BONE_12_F69_5_1,,
163,BONE_12_F69_5_2,,
164,BONE_12_F69_5_3,,
165,BONE_12_F69_6_1,,
166,BONE_12_F69_6_2,,
167,BONE_12_F69_6_3,,
168,BONE_12_F69_7_1,,
169,BONE_12_F69_7_2,,
170,BONE_12_F69_7_3,,
171,BONE_12_F69_8_1,,
172,BONE_12_F69_8_2,,
173,BONE_12_F69_8_3,,
174,BONE_13_M47_1_1,,
175,BONE_13_M47_1_2,,
176,BONE_13_M47_1_3,,
177,BONE_13_M47_2_1,,
178,BONE_13_M47_2_2,,
179,BONE_13_M47_2_3,,
180,BONE_13_M47_3_1,,
181,BONE_13_M47_3_2,,
182,BONE_13_M47_3_3,,
183,BONE_13_M47_4_1,,
184,BONE_13_M47_4_2,,
185,BONE_13_M47_4_3,,
186,BONE_13_M47_5_1,,
187,BONE_13_M47_5_2,,
188,BONE_13_M47_5_3,,
189,BONE_13_M47_6_1,,
190,BONE_13_M47_6_2,,
191,BONE_13_M47_6_3,,
192,BONE_13_M47_7_1,,
193,BONE_13_M47_7_2,,
194,BONE_13_M47_7_3,,
195,BONE_13_M47_8_1,,
196,BONE_13_M47_8_2,,
197,BONE_13_M47_8_3,,
198,BONE_15_M71_1_1,,
199,BONE_15_M71_1_2,,
200,BONE_15_M71_1_3,,
201,BONE_15_M71_2_1,,
202,BONE_15_M71_2_2,,
203,BONE_15_M71_2_3,,
204,BONE_15_M71_3_1,,
205,BONE_15_M71_3_2,,
206,BONE_15_M71_3_3,,
207,BONE_15_M71_4_1,,
208,BONE_15_M71_4_2,,
209,BONE_15_M71_4_3,,
210,BONE_15_M71_5_1,,
211,BONE_15_M71_5_2,,
212,BONE_15_M71_5_3,,
213,BONE_15_M71_6_1,,
214,BONE_15_M71_6_2,,
215,BONE_15_M71_6_3,,
216,BONE_15_M71_7_1,,
217,BONE_15_M71_7_2,,
218,BONE_15_M71_7_3,,
219,BONE_15_M71_8_1,,
220,BONE_15_M71_8_2,,
221,BONE_15_M71_8_3,,
222,BONE_16_F63_1_1,,
223,BONE_16_F63_1_2,,
224,BONE_16_F63_2_1,,
225,BONE_16_F63_2_2,,
226,BONE_16_F63_2_3,,
227,BONE_16_F63_3_1,,
228,BONE_16_F63_3_2,,
229,BONE_16_F63_3_3,,
230,BONE_16_F63_3_4,,
231,BONE_16_F63_4_1,,
232,BONE_16_F63_4_2,,
233,BONE_16_F63_5_1,,
234,BONE_16_F63_6_1,,
235,BONE_16_F63_6_2,,
236,BONE_16_F63_6_3,,
237,BONE_16_F63_7_1,,
238,BONE_16_F63_7_2,,
239,BONE_16_F63_7_3,,
240,BONE_17_F52_1_1,,
241,BONE_17_F52_1_2,,
242,BONE_17_F52_1_3,,
243,BONE_17_F52_2_1,,
244,BONE_17_F52_2_2,,
245,BONE_17_F52_2_3,,
246,BONE_17_F52_3_1,,
247,BONE_17_F52_3_2,,
248,BONE_17_F52_3_3,,
249,BONE_17_F52_4_1,,
250,BONE_17_F52_4_2,,
251,BONE_17_F52_4_3,,
252,BONE_17_F52_5_1,,
253,BONE_17_F52_5_2,,
254,BONE_17_F52_5_3,,
255,BONE_17_F52_6_1,,
256,BONE_17_F52_6_2,,
257,BONE_17_F52_6_3,,
258,BONE_17_F52_7_1,,
259,BONE_17_F52_7_2,,
260,BONE_17_F52_7_3,,
