,train,val,test
0,BONE_1_F51_1_1,BONE_13_M47_1_1,BONE_6_M63_1_1
1,BONE_1_F51_1_2,BONE_13_M47_1_2,BONE_6_M63_1_2
2,BONE_1_F51_2_1,BONE_13_M47_1_3,BONE_6_M63_1_3
3,BONE_1_F51_2_2,BONE_13_M47_2_1,BONE_6_M63_2_1
4,BONE_1_F51_2_3,BONE_13_M47_2_2,BONE_6_M63_2_2
5,BONE_1_F51_2_4,BONE_13_M47_2_3,BONE_6_M63_2_3
6,BONE_2_F71_1_1,BONE_13_M47_3_1,BONE_6_M63_3_1
7,BONE_2_F71_1_2,BONE_13_M47_3_2,BONE_6_M63_3_2
8,BONE_2_F71_1_3,BONE_13_M47_3_3,BONE_6_M63_3_3
9,BONE_2_F71_1_4,BONE_13_M47_4_1,BONE_6_M63_4_1
10,BONE_2_F71_1_5,BONE_13_M47_4_2,BONE_6_M63_4_2
11,BONE_2_F71_1_6,BONE_13_M47_4_3,BONE_6_M63_4_3
12,BONE_2_F71_1_7,BONE_13_M47_5_1,BONE_6_M63_5_1
13,BONE_2_F71_2_1,BONE_13_M47_5_2,BONE_6_M63_5_2
14,BONE_2_F71_2_2,BONE_13_M47_5_3,BONE_6_M63_6_1
15,BONE_2_F71_2_3,BONE_13_M47_6_1,BONE_6_M63_6_2
16,BONE_2_F71_2_4,BONE_13_M47_6_2,BONE_6_M63_6_3
17,BONE_2_F71_2_5,BONE_13_M47_6_3,BONE_6_M63_7_1
18,BONE_2_F71_2_6,BONE_13_M47_7_1,BONE_6_M63_7_2
19,BONE_2_F71_2_7,BONE_13_M47_7_2,BONE_6_M63_7_3
20,BONE_2_F71_3_1,BONE_13_M47_7_3,BONE_6_M63_8_1
21,BONE_2_F71_3_2,BONE_13_M47_8_1,BONE_6_M63_8_2
22,BONE_2_F71_3_3,BONE_13_M47_8_2,BONE_6_M63_8_3
23,BONE_2_F71_3_4,BONE_13_M47_8_3,
24,BONE_2_F71_3_5,BONE_16_F63_1_1,
25,BONE_2_F71_3_6,BONE_16_F63_1_2,
26,BONE_3_F56_1_1,BONE_16_F63_2_1,
27,BONE_3_F56_11_1,BONE_16_F63_2_2,
28,BONE_3_F56_11_2,BONE_16_F63_2_3,
29,BONE_3_F56_11_3,BONE_16_F63_3_1,
30,BONE_3_F56_1_2,BONE_16_F63_3_2,
31,BONE_3_F56_8_1,BONE_16_F63_3_3,
32,BONE_3_F56_8_2,BONE_16_F63_3_4,
33,BONE_3_F56_9_1,BONE_16_F63_4_1,
34,BONE_3_F56_9_2,BONE_16_F63_4_2,
35,BONE_4_M48_1_1,BONE_16_F63_5_1,
36,BONE_4_M48_1_2,BONE_16_F63_6_1,
37,BONE_4_M48_1_3,BONE_16_F63_6_2,
38,BONE_4_M48_2_1,BONE_16_F63_6_3,
39,BONE_4_M48_2_2,BONE_16_F63_7_1,
40,BONE_4_M48_2_3,BONE_16_F63_7_2,
41,BONE_4_M48_3_1,BONE_16_F63_7_3,
42,BONE_4_M48_3_2,,
43,BONE_4_M48_3_3,,
44,BONE_4_M48_4_1,,
45,BONE_4_M48_4_2,,
46,BONE_4_M48_4_3,,
47,BONE_4_M48_5_1,,
48,BONE_4_M48_5_2,,
49,BONE_4_M48_5_3,,
50,BONE_4_M48_6_1,,
51,BONE_4_M48_6_2,,
52,BONE_4_M48_6_3,,
53,BONE_4_M48_6_4,,
54,BONE_4_M48_6_5,,
55,BONE_4_M48_7_1,,
56,BONE_4_M48_7_2,,
57,BONE_4_M48_7_3,,
58,BONE_4_M48_8_1,,
59,BONE_4_M48_8_2,,
60,BONE_5_M59_1_1,,
61,BONE_5_M59_1_2,,
62,BONE_5_M59_1_3,,
63,BONE_5_M59_1_4,,
64,BONE_5_M59_2_1,,
65,BONE_5_M59_2_2,,
66,BONE_5_M59_2_3,,
67,BONE_5_M59_2_4,,
68,BONE_5_M59_2_5,,
69,BONE_5_M59_3_1,,
70,BONE_5_M59_3_2,,
71,BONE_5_M59_3_3,,
72,BONE_5_M59_3_4,,
73,BONE_5_M59_3_5,,
74,BONE_5_M59_3_6,,
75,BONE_5_M59_4_1,,
76,BONE_5_M59_4_2,,
77,BONE_5_M59_4_3,,
78,BONE_5_M59_5_1,,
79,BONE_5_M59_5_2,,
80,BONE_5_M59_5_3,,
81,BONE_5_M59_6_1,,
82,BONE_5_M59_6_2,,
83,BONE_5_M59_6_3,,
84,BONE_5_M59_6_4,,
85,BONE_5_M59_6_5,,
86,BONE_5_M59_6_6,,
87,BONE_7_F65_1_1,,
88,BONE_7_F65_1_2,,
89,BONE_7_F65_1_3,,
90,BONE_7_F65_2_1,,
91,BONE_7_F65_2_2,,
92,BONE_7_F65_2_3,,
93,BONE_7_F65_3_1,,
94,BONE_7_F65_3_2,,
95,BONE_7_F65_3_3,,
96,BONE_7_F65_4_1,,
97,BONE_7_F65_4_2,,
98,BONE_7_F65_4_3,,
99,BONE_7_F65_5_1,,
100,BONE_7_F65_5_2,,
101,BONE_7_F65_5_3,,
102,BONE_7_F65_6_1,,
103,BONE_7_F65_6_2,,
104,BONE_7_F65_6_3,,
105,BONE_7_F65_7_1,,
106,BONE_7_F65_7_2,,
107,BONE_7_F65_7_3,,
108,BONE_7_F65_8_1,,
109,BONE_7_F65_8_2,,
110,BONE_7_F65_8_3,,
111,BONE_8_F68_1_1,,
112,BONE_8_F68_1_2,,
113,BONE_8_F68_1_3,,
114,BONE_8_F68_2_1,,
115,BONE_8_F68_2_2,,
116,BONE_8_F68_2_3,,
117,BONE_8_F68_3_1,,
118,BONE_8_F68_3_2,,
119,BONE_8_F68_3_3,,
120,BONE_8_F68_4_1,,
121,BONE_8_F68_4_2,,
122,BONE_8_F68_4_3,,
123,BONE_8_F68_5_1,,
124,BONE_8_F68_5_2,,
125,BONE_8_F68_5_3,,
126,BONE_8_F68_6_1,,
127,BONE_8_F68_6_2,,
128,BONE_8_F68_6_3,,
129,BONE_8_F68_7_1,,
130,BONE_8_F68_7_2,,
131,BONE_8_F68_7_3,,
132,BONE_8_F68_8_1,,
133,BONE_8_F68_8_2,,
134,BONE_8_F68_8_3,,
135,BONE_9_M72_1_1,,
136,BONE_9_M72_1_2,,
137,BONE_9_M72_1_3,,
138,BONE_9_M72_1_4,,
139,BONE_9_M72_2_1,,
140,BONE_9_M72_2_2,,
141,BONE_9_M72_2_3,,
142,BONE_9_M72_2_4,,
143,BONE_9_M72_4_1,,
144,BONE_9_M72_4_2,,
145,BONE_9_M72_5_1,,
146,BONE_9_M72_5_2,,
147,BONE_9_M72_5_3,,
148,BONE_9_M72_5_4,,
149,BONE_9_M72_6_1,,
150,BONE_9_M72_6_2,,
151,BONE_9_M72_7_1,,
152,BONE_9_M72_7_2,,
153,BONE_9_M72_7_3,,
154,BONE_11_M72_2_1,,
155,BONE_11_M72_2_2,,
156,BONE_11_M72_2_3,,
157,BONE_11_M72_3_1,,
158,BONE_11_M72_3_2,,
159,BONE_11_M72_3_3,,
160,BONE_11_M72_4_1,,
161,BONE_11_M72_4_2,,
162,BONE_11_M72_4_3,,
163,BONE_11_M72_5_1,,
164,BONE_11_M72_5_2,,
165,BONE_11_M72_5_3,,
166,BONE_11_M72_5_4,,
167,BONE_11_M72_6_1,,
168,BONE_11_M72_6_2,,
169,BONE_11_M72_6_3,,
170,BONE_11_M72_6_4,,
171,BONE_11_M72_6_5,,
172,BONE_11_M72_7_1,,
173,BONE_11_M72_7_2,,
174,BONE_11_M72_7_3,,
175,BONE_11_M72_8_1,,
176,BONE_11_M72_8_2,,
177,BONE_11_M72_8_3,,
178,BONE_12_F69_1_1,,
179,BONE_12_F69_1_2,,
180,BONE_12_F69_1_3,,
181,BONE_12_F69_2_1,,
182,BONE_12_F69_2_2,,
183,BONE_12_F69_2_3,,
184,BONE_12_F69_3_1,,
185,BONE_12_F69_3_2,,
186,BONE_12_F69_3_3,,
187,BONE_12_F69_4_1,,
188,BONE_12_F69_4_2,,
189,BONE_12_F69_4_3,,
190,BONE_12_F69_5_1,,
191,BONE_12_F69_5_2,,
192,BONE_12_F69_5_3,,
193,BONE_12_F69_6_1,,
194,BONE_12_F69_6_2,,
195,BONE_12_F69_6_3,,
196,BONE_12_F69_7_1,,
197,BONE_12_F69_7_2,,
198,BONE_12_F69_7_3,,
199,BONE_12_F69_8_1,,
200,BONE_12_F69_8_2,,
201,BONE_12_F69_8_3,,
202,BONE_15_M71_1_1,,
203,BONE_15_M71_1_2,,
204,BONE_15_M71_1_3,,
205,BONE_15_M71_2_1,,
206,BONE_15_M71_2_2,,
207,BONE_15_M71_2_3,,
208,BONE_15_M71_3_1,,
209,BONE_15_M71_3_2,,
210,BONE_15_M71_3_3,,
211,BONE_15_M71_4_1,,
212,BONE_15_M71_4_2,,
213,BONE_15_M71_4_3,,
214,BONE_15_M71_5_1,,
215,BONE_15_M71_5_2,,
216,BONE_15_M71_5_3,,
217,BONE_15_M71_6_1,,
218,BONE_15_M71_6_2,,
219,BONE_15_M71_6_3,,
220,BONE_15_M71_7_1,,
221,BONE_15_M71_7_2,,
222,BONE_15_M71_7_3,,
223,BONE_15_M71_8_1,,
224,BONE_15_M71_8_2,,
225,BONE_15_M71_8_3,,
226,BONE_17_F52_1_1,,
