,train,val,test
0,BONE_11_M72_2_1,BONE_1_F51_1_1,BONE_12_F69_1_1
1,BONE_11_M72_2_2,BONE_1_F51_1_2,BONE_12_F69_1_2
2,BONE_11_M72_2_3,BONE_1_F51_2_1,BONE_12_F69_1_3
3,BONE_11_M72_3_1,BONE_1_F51_2_2,BONE_12_F69_2_1
4,BONE_11_M72_3_2,BONE_1_F51_2_3,BONE_12_F69_2_2
5,BONE_11_M72_3_3,BONE_1_F51_2_4,BONE_12_F69_2_3
6,BONE_11_M72_4_1,BONE_6_M63_1_1,BONE_12_F69_3_1
7,BONE_11_M72_4_2,BONE_6_M63_1_2,BONE_12_F69_3_2
8,BONE_11_M72_4_3,BONE_6_M63_1_3,BONE_12_F69_3_3
9,BONE_11_M72_5_1,BONE_6_M63_2_1,BONE_12_F69_4_1
10,BONE_11_M72_5_2,BONE_6_M63_2_2,BONE_12_F69_4_2
11,BONE_11_M72_5_3,BONE_6_M63_2_3,BONE_12_F69_4_3
12,BONE_11_M72_5_4,BONE_6_M63_3_1,BONE_12_F69_5_1
13,BONE_11_M72_6_1,BONE_6_M63_3_2,BONE_12_F69_5_2
14,BONE_11_M72_6_2,BONE_6_M63_3_3,BONE_12_F69_5_3
15,BONE_11_M72_6_3,BONE_6_M63_4_1,BONE_12_F69_6_1
16,BONE_11_M72_6_4,BONE_6_M63_4_2,BONE_12_F69_6_2
17,BONE_11_M72_6_5,BONE_6_M63_4_3,BONE_12_F69_6_3
18,BONE_11_M72_7_1,BONE_6_M63_5_1,BONE_12_F69_7_1
19,BONE_11_M72_7_2,BONE_6_M63_5_2,BONE_12_F69_7_2
20,BONE_11_M72_7_3,BONE_6_M63_6_1,BONE_12_F69_7_3
21,BONE_11_M72_8_1,BONE_6_M63_6_2,BONE_12_F69_8_1
22,BONE_11_M72_8_2,BONE_6_M63_6_3,BONE_12_F69_8_2
23,BONE_11_M72_8_3,BONE_6_M63_7_1,BONE_12_F69_8_3
24,BONE_13_M47_1_1,BONE_6_M63_7_2,BONE_3_F56_11_1
25,BONE_13_M47_1_2,BONE_6_M63_7_3,BONE_3_F56_11_2
26,BONE_13_M47_1_3,BONE_6_M63_8_1,BONE_3_F56_11_3
27,BONE_13_M47_2_1,BONE_6_M63_8_2,BONE_3_F56_1_1
28,BONE_13_M47_2_2,BONE_6_M63_8_3,BONE_3_F56_1_2
29,BONE_13_M47_2_3,,BONE_3_F56_8_1
30,BONE_13_M47_3_1,,BONE_3_F56_8_2
31,BONE_13_M47_3_2,,BONE_3_F56_9_1
32,BONE_13_M47_3_3,,BONE_3_F56_9_2
33,BONE_13_M47_4_1,,BONE_5_M59_1_1
34,BONE_13_M47_4_2,,BONE_5_M59_1_2
35,BONE_13_M47_4_3,,BONE_5_M59_1_3
36,BONE_13_M47_5_1,,BONE_5_M59_1_4
37,BONE_13_M47_5_2,,BONE_5_M59_2_1
38,BONE_13_M47_5_3,,BONE_5_M59_2_2
39,BONE_13_M47_6_1,,BONE_5_M59_2_3
40,BONE_13_M47_6_2,,BONE_5_M59_2_4
41,BONE_13_M47_6_3,,BONE_5_M59_2_5
42,BONE_13_M47_7_1,,BONE_5_M59_3_1
43,BONE_13_M47_7_2,,BONE_5_M59_3_2
44,BONE_13_M47_7_3,,BONE_5_M59_3_3
45,BONE_13_M47_8_1,,BONE_5_M59_3_4
46,BONE_13_M47_8_2,,BONE_5_M59_3_5
47,BONE_13_M47_8_3,,BONE_5_M59_3_6
48,BONE_15_M71_1_1,,BONE_5_M59_4_1
49,BONE_15_M71_1_2,,BONE_5_M59_4_2
50,BONE_15_M71_1_3,,BONE_5_M59_4_3
51,BONE_15_M71_2_1,,BONE_5_M59_5_1
52,BONE_15_M71_2_2,,BONE_5_M59_5_2
53,BONE_15_M71_2_3,,BONE_5_M59_5_3
54,BONE_15_M71_3_1,,BONE_5_M59_6_1
55,BONE_15_M71_3_2,,BONE_5_M59_6_2
56,BONE_15_M71_3_3,,BONE_5_M59_6_3
57,BONE_15_M71_4_1,,BONE_5_M59_6_4
58,BONE_15_M71_4_2,,BONE_5_M59_6_5
59,BONE_15_M71_4_3,,BONE_5_M59_6_6
60,BONE_15_M71_5_1,,
61,BONE_15_M71_5_2,,
62,BONE_15_M71_5_3,,
63,BONE_15_M71_6_1,,
64,BONE_15_M71_6_2,,
65,BONE_15_M71_6_3,,
66,BONE_15_M71_7_1,,
67,BONE_15_M71_7_2,,
68,BONE_15_M71_7_3,,
69,BONE_15_M71_8_1,,
70,BONE_15_M71_8_2,,
71,BONE_15_M71_8_3,,
72,BONE_16_F63_1_1,,
73,BONE_16_F63_1_2,,
74,BONE_16_F63_2_1,,
75,BONE_16_F63_2_2,,
76,BONE_16_F63_2_3,,
77,BONE_16_F63_3_1,,
78,BONE_16_F63_3_2,,
79,BONE_16_F63_3_3,,
80,BONE_16_F63_3_4,,
81,BONE_16_F63_4_1,,
82,BONE_16_F63_4_2,,
83,BONE_16_F63_5_1,,
84,BONE_16_F63_6_1,,
85,BONE_16_F63_6_2,,
86,BONE_16_F63_6_3,,
87,BONE_16_F63_7_1,,
88,BONE_16_F63_7_2,,
89,BONE_16_F63_7_3,,
90,BONE_17_F52_1_1,,
91,BONE_17_F52_1_2,,
92,BONE_17_F52_1_3,,
93,BONE_17_F52_2_1,,
94,BONE_17_F52_2_2,,
95,BONE_17_F52_2_3,,
96,BONE_17_F52_3_1,,
97,BONE_17_F52_3_2,,
98,BONE_17_F52_3_3,,
99,BONE_17_F52_4_1,,
100,BONE_17_F52_4_2,,
101,BONE_17_F52_4_3,,
102,BONE_17_F52_5_1,,
103,BONE_17_F52_5_2,,
104,BONE_17_F52_5_3,,
105,BONE_17_F52_6_1,,
106,BONE_17_F52_6_2,,
107,BONE_17_F52_6_3,,
108,BONE_17_F52_7_1,,
109,BONE_17_F52_7_2,,
110,BONE_17_F52_7_3,,
111,BONE_2_F71_1_1,,
112,BONE_2_F71_1_2,,
113,BONE_2_F71_1_3,,
114,BONE_2_F71_1_4,,
115,BONE_2_F71_1_5,,
116,BONE_2_F71_1_6,,
117,BONE_2_F71_1_7,,
118,BONE_2_F71_2_1,,
119,BONE_2_F71_2_2,,
120,BONE_2_F71_2_3,,
121,BONE_2_F71_2_4,,
122,BONE_2_F71_2_5,,
123,BONE_2_F71_2_6,,
124,BONE_2_F71_2_7,,
125,BONE_2_F71_3_1,,
126,BONE_2_F71_3_2,,
127,BONE_2_F71_3_3,,
128,BONE_2_F71_3_4,,
129,BONE_2_F71_3_5,,
130,BONE_2_F71_3_6,,
131,BONE_4_M48_1_1,,
132,BONE_4_M48_1_2,,
133,BONE_4_M48_1_3,,
134,BONE_4_M48_2_1,,
135,BONE_4_M48_2_2,,
136,BONE_4_M48_2_3,,
137,BONE_4_M48_3_1,,
138,BONE_4_M48_3_2,,
139,BONE_4_M48_3_3,,
140,BONE_4_M48_4_1,,
141,BONE_4_M48_4_2,,
142,BONE_4_M48_4_3,,
143,BONE_4_M48_5_1,,
144,BONE_4_M48_5_2,,
145,BONE_4_M48_5_3,,
146,BONE_4_M48_6_1,,
147,BONE_4_M48_6_2,,
148,BONE_4_M48_6_3,,
149,BONE_4_M48_6_4,,
150,BONE_4_M48_6_5,,
151,BONE_4_M48_7_1,,
152,BONE_4_M48_7_2,,
153,BONE_4_M48_7_3,,
154,BONE_4_M48_8_1,,
155,BONE_4_M48_8_2,,
156,BONE_7_F65_1_1,,
157,BONE_7_F65_1_2,,
158,BONE_7_F65_1_3,,
159,BONE_7_F65_2_1,,
160,BONE_7_F65_2_2,,
161,BONE_7_F65_2_3,,
162,BONE_7_F65_3_1,,
163,BONE_7_F65_3_2,,
164,BONE_7_F65_3_3,,
165,BONE_7_F65_4_1,,
166,BONE_7_F65_4_2,,
167,BONE_7_F65_4_3,,
168,BONE_7_F65_5_1,,
169,BONE_7_F65_5_2,,
170,BONE_7_F65_5_3,,
171,BONE_7_F65_6_1,,
172,BONE_7_F65_6_2,,
173,BONE_7_F65_6_3,,
174,BONE_7_F65_7_1,,
175,BONE_7_F65_7_2,,
176,BONE_7_F65_7_3,,
177,BONE_7_F65_8_1,,
178,BONE_7_F65_8_2,,
179,BONE_7_F65_8_3,,
